Wall time,Step,Value
1715691425.2843509,200,0.0
1715691431.5480642,400,0.0
1715691438.3306682,551,0.0833333358168602
1715691445.972727,751,0.0625
1715691452.6344655,951,0.05000000074505806
1715691458.999277,1151,0.0416666679084301
1715691466.7803402,1351,0.0357142873108387
1715691474.8110209,1551,0.03125
1715691482.8375514,1751,0.02777777798473835
1715691491.8674712,1911,0.05000000074505806
1715691499.8933005,2111,0.04545454680919647
1715691507.9191194,2311,0.0416666679084301
1715691515.9464304,2511,0.03846153989434242
1715691522.9722872,2662,0.0535714291036129
1715691529.9996536,2813,0.06666667014360428
1715691538.0271347,3013,0.0625
1715691545.0555909,3177,0.07352941483259201
1715691553.086365,3334,0.0833333358168602
1715691561.1130269,3534,0.07894736528396606
1715691569.1385858,3734,0.07500000298023224
1715691576.165492,3894,0.0833333358168602
1715691585.1938777,4094,0.07954545319080353
1715691593.2221103,4294,0.07608695328235626
1715691601.2504678,4494,0.0729166641831398
1715691608.2798882,4646,0.07999999821186066
1715691615.3035486,4803,0.09000000357627869
1715691623.3297765,5003,0.09000000357627869
1715691630.3552494,5155,0.09000000357627869
1715691636.380511,5262,0.10999999940395355
1715691643.4056556,5413,0.11999999731779099
1715691651.4330344,5613,0.11999999731779099
1715691660.462435,5813,0.11999999731779099
1715691668.4897768,6013,0.11999999731779099
1715691676.5152416,6213,0.11999999731779099
1715691685.545075,6413,0.10999999940395355
1715691693.5735254,6613,0.10999999940395355
1715691701.6015985,6813,0.10999999940395355
1715691710.63457,7013,0.10999999940395355
1715691717.65947,7190,0.10999999940395355
1715691725.686242,7390,0.10000000149011612
1715691731.7165961,7514,0.11999999731779099
1715691739.7405872,7665,0.11999999731779099
1715691747.7683809,7865,0.10999999940395355
1715691754.7961018,8016,0.11999999731779099
1715691762.826107,8173,0.12999999523162842
1715691770.8569734,8373,0.11999999731779099
1715691777.8831146,8526,0.12999999523162842
1715691786.9120386,8726,0.12999999523162842
1715691794.9344482,8926,0.12999999523162842
1715691802.9632647,9114,0.12999999523162842
1715691811.9962652,9314,0.11999999731779099
1715691820.0233128,9514,0.11999999731779099
1715691828.0484807,9714,0.10999999940395355
1715691835.083494,9876,0.10000000149011612
